market_hash_name,name,variant,exterior,coleccion,rareza,float_min,float_max,currency,listing_min,listing_median,sales_median_24h,sales_median_7d,sales_median_30d,sales_median_90d,vol_24h,vol_7d,vol_30d,vol_90d,delta_24h_vs_7d_pct,delta_7d_vs_30d_pct,source,last_updated_unix
AK-47 | Aquamarine Revenge (Factory New),AK-47 | Aquamarine Revenge,normal,Factory New,The Falchion Collection,covert,0.0,1.0,USD,374.95,386.99,,287.55,236.03,214.78,0,11,37,87,,21.827733762657296,Skinport,1757810067
StatTrak™ Galil AR | Connexion (Factory New),Galil AR | Connexion,stattrak,Factory New,The Fracture Collection,restricted,0.0,0.8,USD,4.93,6.98,6.44,5.28,3.18,3.24,2,3,11,51,21.969696969696972,66.0377358490566,Skinport,1757810067
StatTrak™ Galil AR | Connexion (Minimal Wear),Galil AR | Connexion,stattrak,Minimal Wear,The Fracture Collection,restricted,0.0,0.8,USD,1.36,1.83,,1.38,1.37,1.38,0,11,39,141,,0.7299270072992544,Skinport,1757810067
StatTrak™ Galil AR | Connexion (Field-Tested),Galil AR | Connexion,stattrak,Field-Tested,The Fracture Collection,restricted,0.0,0.8,USD,0.54,0.8,0.54,0.54,0.54,0.57,1,5,32,167,0.0,0.0,Skinport,1757810067
StatTrak™ Galil AR | Connexion (Well-Worn),Galil AR | Connexion,stattrak,Well-Worn,The Fracture Collection,restricted,0.0,0.8,USD,0.63,1.16,0.62,0.61,0.61,0.62,1,2,3,11,1.6393442622950833,0.0,Skinport,1757810067
StatTrak™ Galil AR | Connexion (Battle-Scarred),Galil AR | Connexion,stattrak,Battle-Scarred,The Fracture Collection,restricted,0.0,0.8,USD,0.42,0.94,,0.4,0.43,0.47,0,2,6,27,,-6.9767441860465045,Skinport,1757810067
Galil AR | Control (Factory New),Galil AR | Control,normal,Factory New,The Fever Collection,restricted,0.0,0.798995,USD,6.18,9.5,2.16,2.9,2.3,2.58,1,46,130,308,-25.51724137931034,26.086956521739136,Skinport,1757810067
Galil AR | Control (Minimal Wear),Galil AR | Control,normal,Minimal Wear,The Fever Collection,restricted,0.0,0.798995,USD,0.9,1.23,0.89,0.86,0.86,1.03,24,75,207,647,3.4883720930232593,0.0,Skinport,1757810067
Galil AR | Control (Field-Tested),Galil AR | Control,normal,Field-Tested,The Fever Collection,restricted,0.0,0.798995,USD,0.28,0.41,0.28,0.28,0.28,0.4,9,42,202,956,0.0,0.0,Skinport,1757810067
Galil AR | Control (Well-Worn),Galil AR | Control,normal,Well-Worn,The Fever Collection,restricted,0.0,0.798995,USD,0.28,0.38,,0.29,0.29,0.36,0,1,10,45,,0.0,Skinport,1757810067
Galil AR | Control (Battle-Scarred),Galil AR | Control,normal,Battle-Scarred,The Fever Collection,restricted,0.0,0.798995,USD,0.21,0.3,0.2,0.19,0.23,0.28,1,3,25,147,5.263157894736847,-17.39130434782609,Skinport,1757810067
StatTrak™ Galil AR | Control (Factory New),Galil AR | Control,stattrak,Factory New,The Fever Collection,restricted,0.0,0.798995,USD,8.2,11.59,,4.95,4.93,5.28,0,10,27,90,,0.40567951318459355,Skinport,1757810067
StatTrak™ Galil AR | Control (Minimal Wear),Galil AR | Control,stattrak,Minimal Wear,The Fever Collection,restricted,0.0,0.798995,USD,1.91,4.21,2.06,1.86,1.86,2.13,5,17,82,257,10.752688172043008,0.0,Skinport,1757810067
StatTrak™ Galil AR | Control (Field-Tested),Galil AR | Control,stattrak,Field-Tested,The Fever Collection,restricted,0.0,0.798995,USD,0.7,0.83,0.7,0.68,0.69,0.81,7,33,115,432,2.9411764705882213,-1.449275362318826,Skinport,1757810067
StatTrak™ Galil AR | Control (Well-Worn),Galil AR | Control,stattrak,Well-Worn,The Fever Collection,restricted,0.0,0.798995,USD,0.84,0.9,,0.59,0.59,0.75,0,1,5,16,,0.0,Skinport,1757810067
StatTrak™ Galil AR | Control (Battle-Scarred),Galil AR | Control,stattrak,Battle-Scarred,The Fever Collection,restricted,0.0,0.798995,USD,0.54,0.7,0.54,0.52,0.56,0.64,1,3,20,63,3.8461538461538494,-7.142857142857148,Skinport,1757810067
Galil AR | Crimson Tsunami (Factory New),Galil AR | Crimson Tsunami,normal,Factory New,The Spectrum Collection,restricted,0.0,0.55,USD,10.98,18.31,,8.12,6.93,5.51,0,21,86,252,,17.171717171717166,Skinport,1757810067
Galil AR | Crimson Tsunami (Minimal Wear),Galil AR | Crimson Tsunami,normal,Minimal Wear,The Spectrum Collection,restricted,0.0,0.55,USD,4.32,5.28,3.88,4.47,4.42,3.51,2,15,60,229,-13.199105145413867,1.1312217194570096,Skinport,1757810067
Galil AR | Crimson Tsunami (Field-Tested),Galil AR | Crimson Tsunami,normal,Field-Tested,The Spectrum Collection,restricted,0.0,0.55,USD,2.37,2.7,1.75,2.16,2.15,2.29,3,20,76,194,-18.981481481481488,0.4651162790697782,Skinport,1757810067
Galil AR | Crimson Tsunami (Well-Worn),Galil AR | Crimson Tsunami,normal,Well-Worn,The Spectrum Collection,restricted,0.0,0.55,USD,1.63,3.0,1.48,1.72,1.42,1.78,1,2,4,10,-13.953488372093023,21.126760563380287,Skinport,1757810067
Galil AR | Crimson Tsunami (Battle-Scarred),Galil AR | Crimson Tsunami,normal,Battle-Scarred,The Spectrum Collection,restricted,0.0,0.55,USD,2.22,3.35,,,2.2,1.88,0,0,3,6,,,Skinport,1757810067
StatTrak™ Galil AR | Crimson Tsunami (Factory New),Galil AR | Crimson Tsunami,stattrak,Factory New,The Spectrum Collection,restricted,0.0,0.55,USD,15.07,25.11,,11.88,13.64,12.89,0,5,33,111,,-12.90322580645161,Skinport,1757810067
StatTrak™ Galil AR | Crimson Tsunami (Minimal Wear),Galil AR | Crimson Tsunami,stattrak,Minimal Wear,The Spectrum Collection,restricted,0.0,0.55,USD,9.32,10.16,9.32,6.11,6.18,6.56,1,8,21,100,52.53682487725041,-1.1326860841423851,Skinport,1757810067
StatTrak™ Galil AR | Crimson Tsunami (Field-Tested),Galil AR | Crimson Tsunami,stattrak,Field-Tested,The Spectrum Collection,restricted,0.0,0.55,USD,5.11,5.32,,3.58,4.06,3.69,0,5,22,51,,-11.822660098522157,Skinport,1757810067
StatTrak™ Galil AR | Crimson Tsunami (Well-Worn),Galil AR | Crimson Tsunami,stattrak,Well-Worn,The Spectrum Collection,restricted,0.0,0.55,USD,,,,,3.25,3.08,0,0,1,6,,,Skinport,1757810067
StatTrak™ Galil AR | Crimson Tsunami (Battle-Scarred),Galil AR | Crimson Tsunami,stattrak,Battle-Scarred,The Spectrum Collection,restricted,0.0,0.55,USD,3.51,3.51,,,,2.88,0,0,0,2,,,Skinport,1757810067
Galil AR | Destroyer (Factory New),Galil AR | Destroyer,normal,Factory New,The Recoil Collection,mil-spec,0.0,0.7,USD,0.33,1.69,0.25,0.23,0.23,0.23,2,39,99,257,8.69565217391304,0.0,Skinport,1757810067
Galil AR | Destroyer (Minimal Wear),Galil AR | Destroyer,normal,Minimal Wear,The Recoil Collection,mil-spec,0.0,0.7,USD,0.08,0.35,0.08,0.08,0.08,0.08,1,43,128,433,0.0,0.0,Skinport,1757810067
Galil AR | Destroyer (Field-Tested),Galil AR | Destroyer,normal,Field-Tested,The Recoil Collection,mil-spec,0.0,0.7,USD,0.04,0.06,0.04,0.04,0.05,0.05,6,24,76,419,0.0,-20.000000000000004,Skinport,1757810067
Galil AR | Destroyer (Well-Worn),Galil AR | Destroyer,normal,Well-Worn,The Recoil Collection,mil-spec,0.0,0.7,USD,0.04,0.07,0.04,0.04,0.04,0.05,1,1,4,30,0.0,0.0,Skinport,1757810067
Galil AR | Destroyer (Battle-Scarred),Galil AR | Destroyer,normal,Battle-Scarred,The Recoil Collection,mil-spec,0.0,0.7,USD,0.02,0.06,,0.02,0.02,0.04,0,4,26,111,,0.0,Skinport,1757810067
StatTrak™ Galil AR | Destroyer (Factory New),Galil AR | Destroyer,stattrak,Factory New,The Recoil Collection,mil-spec,0.0,0.7,USD,0.75,3.47,0.73,0.61,0.62,0.68,2,14,44,106,19.672131147540984,-1.6129032258064528,Skinport,1757810067
StatTrak™ Galil AR | Destroyer (Minimal Wear),Galil AR | Destroyer,stattrak,Minimal Wear,The Recoil Collection,mil-spec,0.0,0.7,USD,0.26,1.15,,0.26,0.27,0.28,0,15,43,146,,-3.703703703703707,Skinport,1757810067
StatTrak™ Galil AR | Destroyer (Field-Tested),Galil AR | Destroyer,stattrak,Field-Tested,The Recoil Collection,mil-spec,0.0,0.7,USD,0.09,0.13,0.09,0.11,0.12,0.12,1,10,43,153,-18.181818181818183,-8.33333333333333,Skinport,1757810067
StatTrak™ Galil AR | Destroyer (Well-Worn),Galil AR | Destroyer,stattrak,Well-Worn,The Recoil Collection,mil-spec,0.0,0.7,USD,0.16,0.21,,0.25,0.21,0.16,0,1,2,9,,19.04761904761905,Skinport,1757810067
StatTrak™ Galil AR | Destroyer (Battle-Scarred),Galil AR | Destroyer,stattrak,Battle-Scarred,The Recoil Collection,mil-spec,0.0,0.7,USD,0.11,0.12,,0.11,0.11,0.11,0,1,4,26,,0.0,Skinport,1757810067
Galil AR | Dusk Ruins (Factory New),Galil AR | Dusk Ruins,normal,Factory New,The Ancient Collection,mil-spec,0.0,0.6,USD,26.03,37.96,,,21.47,19.94,0,0,14,41,,,Skinport,1757810067
Galil AR | Dusk Ruins (Minimal Wear),Galil AR | Dusk Ruins,normal,Minimal Wear,The Ancient Collection,mil-spec,0.0,0.6,USD,15.26,23.45,,13.5,14.44,14.85,0,1,3,8,,-6.509695290858722,Skinport,1757810067
Galil AR | Dusk Ruins (Field-Tested),Galil AR | Dusk Ruins,normal,Field-Tested,The Ancient Collection,mil-spec,0.0,0.6,USD,14.79,20.79,,12.31,11.83,12.31,0,1,3,9,,4.057480980557907,Skinport,1757810067
Galil AR | Dusk Ruins (Well-Worn),Galil AR | Dusk Ruins,normal,Well-Worn,The Ancient Collection,mil-spec,0.0,0.6,USD,22.62,29.13,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Dusk Ruins (Battle-Scarred),Galil AR | Dusk Ruins,normal,Battle-Scarred,The Ancient Collection,mil-spec,0.0,0.6,USD,21.11,21.11,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Eco (Minimal Wear),Galil AR | Eco,normal,Minimal Wear,The Chroma 2 Collection,classified,0.1,0.85,USD,93.82,161.25,75.33,75.35,66.7,59.85,2,12,41,102,-0.02654280026542272,12.968515742128922,Skinport,1757810067
Galil AR | Eco (Field-Tested),Galil AR | Eco,normal,Field-Tested,The Chroma 2 Collection,classified,0.1,0.85,USD,9.46,11.35,9.63,8.53,8.43,7.39,17,61,237,740,12.895662368112562,1.1862396204033172,Skinport,1757810067
Galil AR | Eco (Well-Worn),Galil AR | Eco,normal,Well-Worn,The Chroma 2 Collection,classified,0.1,0.85,USD,5.37,7.08,3.93,4.55,4.55,4.6,4,7,49,148,-13.626373626373619,0.0,Skinport,1757810067
Galil AR | Eco (Battle-Scarred),Galil AR | Eco,normal,Battle-Scarred,The Chroma 2 Collection,classified,0.1,0.85,USD,5.56,8.0,,4.17,3.45,4.02,0,2,15,45,,20.869565217391294,Skinport,1757810067
StatTrak™ Galil AR | Eco (Minimal Wear),Galil AR | Eco,stattrak,Minimal Wear,The Chroma 2 Collection,classified,0.1,0.85,USD,132.52,137.59,,,,103.15,0,0,0,8,,,Skinport,1757810067
StatTrak™ Galil AR | Eco (Field-Tested),Galil AR | Eco,stattrak,Field-Tested,The Chroma 2 Collection,classified,0.1,0.85,USD,18.38,29.49,,17.38,15.29,15.36,0,9,37,130,,13.66906474820144,Skinport,1757810067
StatTrak™ Galil AR | Eco (Well-Worn),Galil AR | Eco,stattrak,Well-Worn,The Chroma 2 Collection,classified,0.1,0.85,USD,10.77,14.67,,10.74,10.18,10.46,0,1,9,18,,5.500982318271125,Skinport,1757810067
StatTrak™ Galil AR | Eco (Battle-Scarred),Galil AR | Eco,stattrak,Battle-Scarred,The Chroma 2 Collection,classified,0.1,0.85,USD,11.47,19.97,,,7.29,7.36,0,0,8,11,,,Skinport,1757810067
Galil AR | Firefight (Factory New),Galil AR | Firefight,normal,Factory New,The Chroma 3 Collection,restricted,0.0,1.0,USD,11.6,20.99,,3.96,4.09,3.78,0,6,29,86,,-3.178484107579459,Skinport,1757810067
Galil AR | Firefight (Minimal Wear),Galil AR | Firefight,normal,Minimal Wear,The Chroma 3 Collection,restricted,0.0,1.0,USD,1.17,1.54,1.03,1.08,1.07,1.04,4,21,51,137,-4.629629629629633,0.9345794392523372,Skinport,1757810067
Galil AR | Firefight (Field-Tested),Galil AR | Firefight,normal,Field-Tested,The Chroma 3 Collection,restricted,0.0,1.0,USD,0.41,1.62,,0.36,0.35,0.35,0,16,43,131,,2.85714285714286,Skinport,1757810067
Galil AR | Firefight (Well-Worn),Galil AR | Firefight,normal,Well-Worn,The Chroma 3 Collection,restricted,0.0,1.0,USD,0.55,0.56,,0.3,0.3,0.3,0,9,13,52,,0.0,Skinport,1757810067
Galil AR | Firefight (Battle-Scarred),Galil AR | Firefight,normal,Battle-Scarred,The Chroma 3 Collection,restricted,0.0,1.0,USD,0.28,1.2,,0.25,0.25,0.28,0,1,7,31,,0.0,Skinport,1757810067
StatTrak™ Galil AR | Firefight (Factory New),Galil AR | Firefight,stattrak,Factory New,The Chroma 3 Collection,restricted,0.0,1.0,USD,28.2,28.22,,10.09,11.36,12.52,0,2,8,28,,-11.179577464788728,Skinport,1757810067
StatTrak™ Galil AR | Firefight (Minimal Wear),Galil AR | Firefight,stattrak,Minimal Wear,The Chroma 3 Collection,restricted,0.0,1.0,USD,4.88,7.02,,4.6,3.59,3.4,0,6,27,71,,28.133704735376043,Skinport,1757810067
StatTrak™ Galil AR | Firefight (Field-Tested),Galil AR | Firefight,stattrak,Field-Tested,The Chroma 3 Collection,restricted,0.0,1.0,USD,1.89,2.15,,1.17,1.23,1.14,0,3,18,61,,-4.878048780487809,Skinport,1757810067
StatTrak™ Galil AR | Firefight (Well-Worn),Galil AR | Firefight,stattrak,Well-Worn,The Chroma 3 Collection,restricted,0.0,1.0,USD,0.64,1.42,,0.74,0.75,0.75,0,1,8,16,,-1.3333333333333344,Skinport,1757810067
StatTrak™ Galil AR | Firefight (Battle-Scarred),Galil AR | Firefight,stattrak,Battle-Scarred,The Chroma 3 Collection,restricted,0.0,1.0,USD,0.77,1.04,,0.75,0.72,0.68,0,1,2,15,,4.1666666666666705,Skinport,1757810067
Galil AR | Green Apple (Factory New),Galil AR | Green Apple,normal,Factory New,The Train 2025 Collection,industrial,0.0,0.3,USD,1.03,2.35,0.94,0.73,0.73,0.55,5,71,218,1093,28.767123287671232,0.0,Skinport,1757810067
Galil AR | Green Apple (Minimal Wear),Galil AR | Green Apple,normal,Minimal Wear,The Train 2025 Collection,industrial,0.0,0.3,USD,0.32,0.66,0.21,0.23,0.21,0.22,3,48,156,496,-8.69565217391305,9.523809523809533,Skinport,1757810067
Galil AR | Green Apple (Field-Tested),Galil AR | Green Apple,normal,Field-Tested,The Train 2025 Collection,industrial,0.0,0.3,USD,0.34,0.8,0.16,0.16,0.18,0.18,5,17,42,154,0.0,-11.111111111111107,Skinport,1757810067
Galil AR | Grey Smoke (Factory New),Galil AR | Grey Smoke,normal,Factory New,The Ascent Collection,consumer,0.0,0.6,USD,0.19,0.45,0.05,0.07,0.19,0.19,2,13,65,221,-28.571428571428577,-63.1578947368421,Skinport,1757810067
Galil AR | Grey Smoke (Minimal Wear),Galil AR | Grey Smoke,normal,Minimal Wear,The Ascent Collection,consumer,0.0,0.6,USD,0.16,0.79,0.04,0.04,0.04,0.05,2,12,40,125,0.0,0.0,Skinport,1757810067
Galil AR | Grey Smoke (Field-Tested),Galil AR | Grey Smoke,normal,Field-Tested,The Ascent Collection,consumer,0.0,0.6,USD,0.02,0.25,0.02,0.02,0.02,0.02,12,22,83,222,0.0,0.0,Skinport,1757810067
Galil AR | Grey Smoke (Well-Worn),Galil AR | Grey Smoke,normal,Well-Worn,The Ascent Collection,consumer,0.0,0.6,USD,0.02,0.02,,,0.02,0.02,0,0,2,4,,,Skinport,1757810067
Galil AR | Grey Smoke (Battle-Scarred),Galil AR | Grey Smoke,normal,Battle-Scarred,The Ascent Collection,consumer,0.0,0.6,USD,0.02,0.18,,,0.02,0.02,0,0,10,29,,,Skinport,1757810067
Galil AR | Hunting Blind (Factory New),Galil AR | Hunting Blind,normal,Factory New,The Mirage Collection,consumer,0.0,0.6,USD,29.32,29.32,,,,4.96,0,0,0,2,,,Skinport,1757810067
Galil AR | Hunting Blind (Minimal Wear),Galil AR | Hunting Blind,normal,Minimal Wear,The Mirage Collection,consumer,0.0,0.6,USD,3.18,6.92,,,2.84,3.03,0,0,1,5,,,Skinport,1757810067
Galil AR | Hunting Blind (Field-Tested),Galil AR | Hunting Blind,normal,Field-Tested,The Mirage Collection,consumer,0.0,0.6,USD,2.42,2.42,,,2.33,2.67,0,0,2,7,,,Skinport,1757810067
Galil AR | Hunting Blind (Well-Worn),Galil AR | Hunting Blind,normal,Well-Worn,The Mirage Collection,consumer,0.0,0.6,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Hunting Blind (Battle-Scarred),Galil AR | Hunting Blind,normal,Battle-Scarred,The Mirage Collection,consumer,0.0,0.6,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Kami (Factory New),Galil AR | Kami,normal,Factory New,The Huntsman Collection,mil-spec,0.0,0.6,USD,5.04,13.96,3.89,4.14,4.98,4.08,2,5,23,62,-6.0386473429951595,-16.867469879518087,Skinport,1757810067
Galil AR | Kami (Minimal Wear),Galil AR | Kami,normal,Minimal Wear,The Huntsman Collection,mil-spec,0.0,0.6,USD,2.52,6.07,,2.38,2.37,2.38,0,3,12,42,,0.42194092827003316,Skinport,1757810067
Galil AR | Kami (Field-Tested),Galil AR | Kami,normal,Field-Tested,The Huntsman Collection,mil-spec,0.0,0.6,USD,1.67,2.6,1.62,1.54,1.59,1.62,1,3,10,53,5.194805194805199,-3.1446540880503173,Skinport,1757810067
Galil AR | Kami (Well-Worn),Galil AR | Kami,normal,Well-Worn,The Huntsman Collection,mil-spec,0.0,0.6,USD,1.71,2.18,,1.56,1.56,1.57,0,3,3,5,,0.0,Skinport,1757810067
Galil AR | Kami (Battle-Scarred),Galil AR | Kami,normal,Battle-Scarred,The Huntsman Collection,mil-spec,0.0,0.6,USD,1.85,4.01,,,,1.54,0,0,0,5,,,Skinport,1757810067
StatTrak™ Galil AR | Kami (Factory New),Galil AR | Kami,stattrak,Factory New,The Huntsman Collection,mil-spec,0.0,0.6,USD,11.02,17.8,,12.27,7.43,7.43,0,2,11,37,,65.1413189771198,Skinport,1757810067
StatTrak™ Galil AR | Kami (Minimal Wear),Galil AR | Kami,stattrak,Minimal Wear,The Huntsman Collection,mil-spec,0.0,0.6,USD,7.61,7.61,,3.75,3.59,3.73,0,4,17,47,,4.456824512534823,Skinport,1757810067
StatTrak™ Galil AR | Kami (Field-Tested),Galil AR | Kami,stattrak,Field-Tested,The Huntsman Collection,mil-spec,0.0,0.6,USD,2.16,3.67,2.42,2.2,1.96,2.16,1,3,13,35,9.999999999999988,12.244897959183684,Skinport,1757810067
StatTrak™ Galil AR | Kami (Well-Worn),Galil AR | Kami,stattrak,Well-Worn,The Huntsman Collection,mil-spec,0.0,0.6,USD,,,,,,3.12,0,0,0,4,,,Skinport,1757810067
StatTrak™ Galil AR | Kami (Battle-Scarred),Galil AR | Kami,stattrak,Battle-Scarred,The Huntsman Collection,mil-spec,0.0,0.6,USD,2.49,5.08,,1.7,1.78,1.97,0,3,4,8,,-4.494382022471914,Skinport,1757810067
Galil AR | Metallic Squeezer (Factory New),Galil AR | Metallic Squeezer,normal,Factory New,The Overpass 2024 Collection,mil-spec,0.0,0.6,USD,3.96,17.47,1.57,2.28,1.78,1.89,5,28,114,297,-31.140350877192972,28.089887640449422,Skinport,1757810067
Galil AR | Metallic Squeezer (Minimal Wear),Galil AR | Metallic Squeezer,normal,Minimal Wear,The Overpass 2024 Collection,mil-spec,0.0,0.6,USD,1.43,10.85,0.88,0.89,0.89,1.06,4,29,88,270,-1.1235955056179785,0.0,Skinport,1757810067
Galil AR | Metallic Squeezer (Field-Tested),Galil AR | Metallic Squeezer,normal,Field-Tested,The Overpass 2024 Collection,mil-spec,0.0,0.6,USD,0.69,3.83,0.57,0.46,0.46,0.55,17,33,101,289,23.913043478260853,0.0,Skinport,1757810067
Galil AR | Metallic Squeezer (Well-Worn),Galil AR | Metallic Squeezer,normal,Well-Worn,The Overpass 2024 Collection,mil-spec,0.0,0.6,USD,0.47,1.23,,0.43,0.42,0.47,0,3,4,18,,2.380952380952383,Skinport,1757810067
Galil AR | Metallic Squeezer (Battle-Scarred),Galil AR | Metallic Squeezer,normal,Battle-Scarred,The Overpass 2024 Collection,mil-spec,0.0,0.6,USD,0.35,1.62,,0.34,0.33,0.36,0,14,17,35,,3.030303030303033,Skinport,1757810067
Galil AR | NV (Factory New),Galil AR | NV,normal,Factory New,The Graphic Design Collection,industrial,0.0,0.47,USD,3.33,7.02,,1.44,0.93,0.47,0,162,223,454,,54.83870967741934,Skinport,1757810067
Galil AR | NV (Minimal Wear),Galil AR | NV,normal,Minimal Wear,The Graphic Design Collection,industrial,0.0,0.47,USD,0.87,1.71,0.21,0.45,0.25,0.23,1,40,85,154,-53.333333333333336,80.0,Skinport,1757810067
Galil AR | NV (Field-Tested),Galil AR | NV,normal,Field-Tested,The Graphic Design Collection,industrial,0.0,0.47,USD,0.53,2.19,0.14,0.22,0.13,0.14,1,27,67,163,-36.36363636363636,69.23076923076923,Skinport,1757810067
Galil AR | NV (Well-Worn),Galil AR | NV,normal,Well-Worn,The Graphic Design Collection,industrial,0.0,0.47,USD,0.54,1.97,,0.14,0.13,0.12,0,3,7,20,,7.692307692307699,Skinport,1757810067
Galil AR | NV (Battle-Scarred),Galil AR | NV,normal,Battle-Scarred,The Graphic Design Collection,industrial,0.0,0.47,USD,2.04,2.04,,0.34,0.28,0.26,0,1,4,10,,21.428571428571423,Skinport,1757810067
Galil AR | O-Ranger (Factory New),Galil AR | O-Ranger,normal,Factory New,The Radiant Collection,industrial,0.0,0.75,USD,1.81,4.94,,1.59,0.62,0.94,0,7,23,78,,156.45161290322582,Skinport,1757810067
Galil AR | O-Ranger (Minimal Wear),Galil AR | O-Ranger,normal,Minimal Wear,The Radiant Collection,industrial,0.0,0.75,USD,0.36,2.88,0.36,0.34,0.35,0.46,1,9,35,146,5.8823529411764595,-2.857142857142844,Skinport,1757810067
Galil AR | O-Ranger (Field-Tested),Galil AR | O-Ranger,normal,Field-Tested,The Radiant Collection,industrial,0.0,0.75,USD,0.2,0.41,0.18,0.2,0.22,0.28,1,12,41,155,-10.000000000000009,-9.090909090909086,Skinport,1757810067
Galil AR | O-Ranger (Well-Worn),Galil AR | O-Ranger,normal,Well-Worn,The Radiant Collection,industrial,0.0,0.75,USD,0.16,0.25,,,0.12,0.26,0,0,1,6,,,Skinport,1757810067
Galil AR | O-Ranger (Battle-Scarred),Galil AR | O-Ranger,normal,Battle-Scarred,The Radiant Collection,industrial,0.0,0.75,USD,0.12,0.28,,,0.12,0.22,0,0,1,18,,,Skinport,1757810067
Galil AR | Orange DDPAT (Factory New),Galil AR | Orange DDPAT,normal,Factory New,The eSports 2013 Collection,restricted,0.0,1.0,USD,76.23,83.85,,,57.73,58.18,0,0,3,4,,,Skinport,1757810067
Galil AR | Orange DDPAT (Minimal Wear),Galil AR | Orange DDPAT,normal,Minimal Wear,The eSports 2013 Collection,restricted,0.0,1.0,USD,23.44,27.09,30.78,24.02,22.05,23.18,1,2,6,14,28.143213988343053,8.934240362811787,Skinport,1757810067
Galil AR | Orange DDPAT (Field-Tested),Galil AR | Orange DDPAT,normal,Field-Tested,The eSports 2013 Collection,restricted,0.0,1.0,USD,19.6,19.6,,,19.61,16.98,0,0,3,7,,,Skinport,1757810067
Galil AR | Orange DDPAT (Well-Worn),Galil AR | Orange DDPAT,normal,Well-Worn,The eSports 2013 Collection,restricted,0.0,1.0,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
Galil AR | Orange DDPAT (Battle-Scarred),Galil AR | Orange DDPAT,normal,Battle-Scarred,The eSports 2013 Collection,restricted,0.0,1.0,USD,,,,,,,0,0,0,0,,,Skinport,1757810067
StatTrak™ Galil AR | Orange DDPAT (Factory New),Galil AR | Orange DDPAT,stattrak,Factory New,The eSports 2013 Collection,restricted,0.0,1.0,USD,260.73,384.41,,,,,0,0,0,0,,,Skinport,1757810067
StatTrak™ Galil AR | Orange DDPAT (Minimal Wear),Galil AR | Orange DDPAT,stattrak,Minimal Wear,The eSports 2013 Collection,restricted,0.0,1.0,USD,38.7,78.38,,41.06,41.06,41.51,0,1,1,6,,0.0,Skinport,1757810067
StatTrak™ Galil AR | Orange DDPAT (Field-Tested),Galil AR | Orange DDPAT,stattrak,Field-Tested,The eSports 2013 Collection,restricted,0.0,1.0,USD,23.28,53.79,,28.43,28.43,25.72,0,1,3,6,,0.0,Skinport,1757810067
StatTrak™ Galil AR | Orange DDPAT (Well-Worn),Galil AR | Orange DDPAT,stattrak,Well-Worn,The eSports 2013 Collection,restricted,0.0,1.0,USD,,,,,,18.76,0,0,0,1,,,Skinport,1757810067
StatTrak™ Galil AR | Orange DDPAT (Battle-Scarred),Galil AR | Orange DDPAT,stattrak,Battle-Scarred,The eSports 2013 Collection,restricted,0.0,1.0,USD,23.01,23.42,,,,19.81,0,0,0,2,,,Skinport,1757810067
Galil AR | Phoenix Blacklight (Factory New),Galil AR | Phoenix Blacklight,normal,Factory New,The Havoc Collection,restricted,0.0,0.7,USD,329.28,398.72,141.09,178.52,138.52,98.08,1,25,63,130,-20.966838449473453,28.876696505919718,Skinport,1757810067
Galil AR | Phoenix Blacklight (Minimal Wear),Galil AR | Phoenix Blacklight,normal,Minimal Wear,The Havoc Collection,restricted,0.0,0.7,USD,93.8,168.73,,80.92,78.69,76.93,0,4,14,48,,2.8339051976108833,Skinport,1757810067
Galil AR | Phoenix Blacklight (Field-Tested),Galil AR | Phoenix Blacklight,normal,Field-Tested,The Havoc Collection,restricted,0.0,0.7,USD,81.78,98.1,,60.69,58.48,59.63,0,2,10,18,,3.7790697674418623,Skinport,1757810067
